"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"840127","occ","","","93183","Lasionycteris noctivagans","species","52645","Late Pleistocene","","0.126","0.0117","31489"
"840128","occ","","","93183","Pipistrellus subflavus","species","52648","Late Pleistocene","","0.126","0.0117","31489"
"841681","occ","","","93326","Myotis","genus","40678","Late Pleistocene","Holocene","0.126","0","31567"
"841682","occ","","","93326","Plecotus townsendii","species","50428","Late Pleistocene","Holocene","0.126","0","31567"
"841683","occ","","","93326","Antrozous pallidus","species","52646","Late Pleistocene","Holocene","0.126","0","31567"
"841945","occ","","","93374","Myotis","genus","40678","Late Pleistocene","Holocene","0.126","0","31595"
"841946","occ","","","93374","Antrozous pallidus","species","52646","Late Pleistocene","Holocene","0.126","0","31595"
"841967","occ","","","93375","Tadarida","genus","40691","Holocene","","0.0117","0","31597"
"847650","occ","","","94307","Pipistrellus subflavus","species","52648","Late Pliocene","","3.6","2.588","32066"
"847745","occ","","","94308","Lasiurus borealis","species","52636","Late Pliocene","","3.6","2.588","32066"
"847746","occ","","","94308","Lasiurus seminolus","species","306423","Late Pliocene","","3.6","2.588","32066"
"851050","occ","","","94615","Brachyphylla","genus","159105","Holocene","","0.0117","0","32225"
"851051","occ","","","94615","Natalus","genus","159137","Holocene","","0.0117","0","32225"
"851052","occ","","","94615","Tadarida brasiliensis","species","49249","Holocene","","0.0117","0","32225"
"851053","occ","","","94615","Molossus","genus","48788","Holocene","","0.0117","0","32225"
"851063","occ","","","94615","Mormoops","genus","40657","Holocene","","0.0117","0","32225"
"866472","occ","","","28298","Nyctophilus","genus","103134","Pleistocene","","2.588","0.0117","32608"
"889856","occ","","","16626","Chiroptera","order","40622","Late Uintan","","46.2","40.4","3305"
"906517","occ","","","101898","Rhinolophus ferrumequinum","species","236716","Late Pleistocene","","0.126","0.0117","34644"
"906573","occ","","","101899","Rhinolophus ferrumequinum","species","236716","Late Pleistocene","","0.126","0.0117","34644"
"906574","occ","","","101899","Myotis","genus","40678","Late Pleistocene","","0.126","0.0117","34644"
"906575","occ","","","101899","Plecotus auritus","species","104145","Late Pleistocene","","0.126","0.0117","34644"
"906576","occ","","","101899","Murina","genus","109084","Late Pleistocene","","0.126","0.0117","34644"
"915251","occ","","","103991","Myotis lucifugus","species","52644","Late Pleistocene","","0.126","0.0117","35027"
"915252","occ","","","103991","Myotis keenii","species","52642","Late Pleistocene","","0.126","0.0117","35027"
"915253","occ","","","103991","Myotis grisescens","species","119647","Late Pleistocene","","0.126","0.0117","35027"
"915254","occ","","","103991","Pipistrellus subflavus","species","52648","Late Pleistocene","","0.126","0.0117","35027"
"915255","occ","","","103991","Eptesicus fuscus","species","52640","Late Pleistocene","","0.126","0.0117","35027"
"915256","occ","","","103991","Plecotus townsendii","species","50428","Late Pleistocene","","0.126","0.0117","35027"
"915257","occ","","","103991","Lasiurus borealis","species","52636","Late Pleistocene","","0.126","0.0117","35027"
"915677","occ","","","104758","Eptesicus fuscus","species","52640","Late Pleistocene","","0.126","0.0117","34884"
"915678","occ","","","104758","Myotis","genus","40678","Late Pleistocene","","0.126","0.0117","34884"
"915927","occ","","","104797","Chiroptera","order","40622","Late Pleistocene","","0.126","0.0117","35005"
"919173","occ","","","104034","Myotis","genus","40678","Late Pleistocene","Holocene","0.126","0","1461"
"919174","occ","","","104034","Eptesicus fuscus","species","52640","Late Pleistocene","Holocene","0.126","0","1461"
"919226","occ","","","104035","Myotis lucifugus","species","52644","Late Pleistocene","Holocene","0.126","0","1461"
"919227","occ","","","104035","Myotis","genus","40678","Late Pleistocene","Holocene","0.126","0","1461"
"919228","occ","","","104035","Myotis","genus","40678","Late Pleistocene","Holocene","0.126","0","1461"
"919229","occ","","","104035","Myotis","genus","40678","Late Pleistocene","Holocene","0.126","0","1461"
"919230","occ","","","104035","Myotis","genus","40678","Late Pleistocene","Holocene","0.126","0","1461"
"919232","occ","","","104035","Eptesicus fuscus","species","52640","Late Pleistocene","Holocene","0.126","0","1461"
"919233","occ","","","104035","Plecotus","genus","40684","Late Pleistocene","Holocene","0.126","0","1461"
"919259","occ","","","104037","Chiroptera","order","40622","Holocene","","0.0117","0","1461"
"919268","occ","","","104040","Eptesicus","genus","40671","Holocene","","0.0117","0","1461"
"919269","occ","","","104040","Chiroptera","order","40622","Holocene","","0.0117","0","1461"
"919307","occ","","","104662","Chiroptera","order","40622","Middle Pleistocene","","0.781","0.126","1461"
"919331","occ","","","104664","Chiroptera","order","40622","Late Pleistocene","","0.126","0.0117","1461"
"919385","occ","","","104672","Myotis lucifugus","species","52644","Late Pleistocene","Holocene","0.126","0","1461"
"919386","occ","","","104672","Myotis","genus","40678","Late Pleistocene","Holocene","0.126","0","1461"
"919387","occ","","","104672","Myotis","genus","40678","Late Pleistocene","Holocene","0.126","0","1461"
"919388","occ","","","104672","Eptesicus fuscus","species","52640","Late Pleistocene","Holocene","0.126","0","1461"
"919389","occ","","","104672","Eptesicus","genus","40671","Late Pleistocene","Holocene","0.126","0","1461"
"919421","occ","","","20388","Myotis","genus","40678","Irvingtonian","","1.8","0.3","1461"
"919423","occ","","","20388","Eptesicus fuscus","species","52640","Irvingtonian","","1.8","0.3","1461"
"919424","occ","","","20388","Plecotus","genus","40684","Irvingtonian","","1.8","0.3","1461"
"919464","occ","","","104676","Myotis","genus","40678","Late Pleistocene","","0.126","0.0117","1461"
"919465","occ","","","104676","Eptesicus","genus","40671","Late Pleistocene","","0.126","0.0117","1461"
"919492","occ","","","104680","Chiroptera","order","40622","Late Pleistocene","Holocene","0.126","0","1461"
"919521","occ","","","104685","Chiroptera","order","40622","Late Pleistocene","","0.126","0.0117","1461"
"919537","occ","","","104689","Lasionycteris noctivagans","species","52645","Late Pleistocene","Holocene","0.126","0","1461"
"919560","occ","","","104691","Myotis","genus","40678","Late Pleistocene","Holocene","0.126","0","1461"
"919566","occ","","","104694","Chiroptera","order","40622","Late Pleistocene","","0.126","0.0117","1461"
"920315","occ","","","104662","Eptesicus fuscus","species","52640","Middle Pleistocene","","0.781","0.126","35161"
"920383","occ","","","105120","Chiroptera","order","40622","Pleistocene","","2.588","0.0117","35165"
"926258","occ","","","55494","Protonycteris gunnelli","species","178566","Ypresian","","56","47.8","35350"
"926259","occ","","","55494","Hassianycteris kumari","species","178572","Ypresian","","56","47.8","35350"
"926260","occ","","","55494","Microchiropteryx folieae","species","178575","Ypresian","","56","47.8","35350"
"934318","occ","","","82258","Myotis keenii","species","52642","Late Pleistocene","","0.126","0.0117","35381"
"934319","occ","","","82258","Myotis lucifugus","species","52644","Late Pleistocene","","0.126","0.0117","35381"
"934320","occ","","","82258","Eptesicus fuscus","species","52640","Late Pleistocene","","0.126","0.0117","35381"
"934325","occ","","","82258","Eptesicus fuscus","species","52640","Late Pleistocene","","0.126","0.0117","35381"
"934326","occ","","","82258","Eptesicus","genus","40671","Late Pleistocene","","0.126","0.0117","35381"
"934327","occ","","","82258","Pipistrellus subflavus","species","52648","Late Pleistocene","","0.126","0.0117","35381"
"934328","occ","","","82258","Lasiurus borealis","species","52636","Late Pleistocene","","0.126","0.0117","35381"
"1012869","occ","","","93332","Eptesicus fuscus","species","52640","Late Pleistocene","","0.126","0.0117","39873"
"1012870","occ","","","93332","Pipistrellus subflavus","species","52648","Late Pleistocene","","0.126","0.0117","39873"
"1012871","occ","","","93332","Plecotus","genus","40684","Late Pleistocene","","0.126","0.0117","39873"
"1012872","occ","","","93332","Lasiurus borealis","species","52636","Late Pleistocene","","0.126","0.0117","39873"
"1012873","occ","","","93332","Myotis","genus","40678","Late Pleistocene","","0.126","0.0117","39873"
"1012874","occ","","","93332","Desmodus","genus","40655","Late Pleistocene","","0.126","0.0117","39873"
"1012875","occ","","","93332","Myotis grisescens","species","119647","Late Pleistocene","","0.126","0.0117","39873"
"1012877","occ","","","123875","Eptesicus fuscus","species","52640","Pleistocene","","2.588","0.0117","39873"
"1012878","occ","","","123875","Pipistrellus subflavus","species","52648","Pleistocene","","2.588","0.0117","39873"
"1012879","occ","","","123875","Plecotus","genus","40684","Pleistocene","","2.588","0.0117","39873"
"1012880","occ","","","123875","Lasiurus borealis","species","52636","Pleistocene","","2.588","0.0117","39873"
"1012881","occ","","","123875","Tadarida brasiliensis","species","49249","Pleistocene","","2.588","0.0117","39873"
"1012882","occ","","","123875","Myotis","genus","40678","Pleistocene","","2.588","0.0117","39873"
"1014101","occ","","","123868","Myotis","genus","40678","Late Pleistocene","","0.126","0.0117","39856"
"1014138","occ","","","124198","Myotis","genus","40678","Late Pleistocene","","0.126","0.0117","39856"
"1014180","occ","","","124199","Myotis","genus","40678","Late Pleistocene","","0.126","0.0117","39856"
"1014181","occ","","","124199","Eptesicus fuscus","species","52640","Late Pleistocene","","0.126","0.0117","39856"
"1014182","occ","","","124199","Pipistrellus subflavus","species","52648","Late Pleistocene","","0.126","0.0117","39856"
"1015145","occ","","","124089","Eptesicus fuscus","species","52640","Late Pleistocene","","0.126","0.0117","39880"
"1015146","occ","","","124089","Pipistrellus subflavus","species","52648","Late Pleistocene","","0.126","0.0117","39880"
"1015147","occ","","","124089","Myotis","genus","40678","Late Pleistocene","","0.126","0.0117","39880"
"1015148","occ","","","124089","Plecotus (Corynorhinus)","subgenus","45285","Late Pleistocene","","0.126","0.0117","39880"
"1020748","occ","","","124950","Myotis","genus","40678","Late Pleistocene","","0.126","0.0117","40496"
"1028318","occ","","","125941","Myotis","genus","40678","Pleistocene","","2.588","0.0117","40888"
"1028319","occ","","","125941","Myotis","genus","40678","Pleistocene","","2.588","0.0117","40888"
"1028320","occ","","","125941","Pipistrellus subflavus","species","52648","Pleistocene","","2.588","0.0117","40888"
"1028321","occ","","","125941","Lasiurus borealis","species","52636","Pleistocene","","2.588","0.0117","40888"
"1028848","occ","","","20302","Pipistrellus","genus","40683","Irvingtonian","","1.8","0.3","40890"
"1028866","occ","","","20302","Vespertilio","genus","40692","Irvingtonian","","1.8","0.3","39868"
"1028867","occ","","","20302","Vespertilio","genus","40692","Irvingtonian","","1.8","0.3","39868"
"1028931","occ","","","124319","Myotis leibi","species","52643","Pleistocene","","2.588","0.0117","40654"
"1028932","occ","","","124319","Eptesicus fuscus","species","52640","Pleistocene","","2.588","0.0117","40654"
"1028933","occ","","","124319","Pipistrellus subflavus","species","52648","Pleistocene","","2.588","0.0117","40654"
"1028934","occ","","","124319","Plecotus","genus","40684","Pleistocene","","2.588","0.0117","40654"
"1033763","occ","","","93332","Desmodus stocki","species","45613","Late Pleistocene","","0.126","0.0117","40654"
"1033772","occ","","","93332","Myotis","genus","40678","Late Pleistocene","","0.126","0.0117","40654"
"1033822","occ","","","20555","Myotis","genus","40678","Irvingtonian","","1.8","0.3","40654"
"1033823","occ","","","20555","Eptesicus fuscus","species","52640","Irvingtonian","","1.8","0.3","40654"
"1033824","occ","","","20555","Pipistrellus subflavus","species","52648","Irvingtonian","","1.8","0.3","40654"
"1033825","occ","","","20555","Plecotus","genus","40684","Irvingtonian","","1.8","0.3","40654"
"1034196","occ","","","20302","Plecotus alleganiensis","species","45286","Irvingtonian","","1.8","0.3","41080"
"1037622","occ","","","93332","Desmodus stocki","species","45613","Late Pleistocene","","0.126","0.0117","41246"
"1040193","occ","","","127346","Chiroptera","order","40622","Pliocene","","5.333","2.588","41443"
"1040205","occ","","","48126","Taphozous","genus","40637","Middle Miocene","","15.97","11.608","41424"
"1040206","occ","","","48126","Megaderma","genus","40642","Middle Miocene","","15.97","11.608","41424"
"1040207","occ","","","48126","Rhinolophus yongyuthi","species","234176","Middle Miocene","","15.97","11.608","41424"
"1040208","occ","","","48126","Brachipposideros","genus","92089","Middle Miocene","","15.97","11.608","41424"
"1040209","occ","","","48126","Hipposideros felix","species","234178","Middle Miocene","","15.97","11.608","41424"
"1040210","occ","","","48126","Ia","genus","234179","Middle Miocene","","15.97","11.608","41424"
"1040211","occ","","","48126","Rhizomops mengraii","species","234182","Middle Miocene","","15.97","11.608","41424"
"1074689","occ","32844","","68021","Myotis","genus","40678","Rupelian","","33.9","28.1","60711"
"1079819","occ","","F","133648","Notonycteris magdalenensis","species","249112","Laventan","","13.8","11.8","43341"
"1086196","occ","","","136227","Chiroptera","order","40622","Pliocene","","5.333","2.588","18141"
"1091828","occ","","","48325","Paleptesicus","genus","40682","MN 5","","15.97","13.65","43885"
"1091829","occ","","","48325","Paleptesicus","genus","40682","MN 5","","15.97","13.65","43885"
"1096509","occ","","","87795","Nycterididae","family","306562","Ypresian","Lutetian","56","41.3","44327"
"1096510","occ","","","87795","Dizzya exsultans","species","255586","Ypresian","Lutetian","56","41.3","44327"
"1132115","occ","","","144064","Noctilio lacrimaelunaris","species","266644","Huayquerian","","9","6.8","46577"
"1132121","occ","","","144066","Molossidae","family","40693","Huayquerian","","9","6.8","46577"
"1132375","occ","","","144132","Chiroptera","order","40622","Holocene","","0.0117","0","46614"
"1133545","occ","","","140012","Kiotomops lopezi","species","266938","Laventan","","13.8","11.8","46651"
"1135177","occ","","","144585","Macroderma","genus","94084","Pleistocene","","2.588","0.0117","46780"
"1135755","occ","","","144663","Macrotus","genus","159106","Holocene","","0.0117","0","46815"
"1135756","occ","","","144663","Eptesicus fuscus","species","52640","Holocene","","0.0117","0","46815"
"1135757","occ","","","144663","Myotis","genus","40678","Holocene","","0.0117","0","46815"
"1135758","occ","","","144663","Tadarida brasiliensis","species","49249","Holocene","","0.0117","0","46815"
"1140661","occ","","","13749","Diclidurus","genus","234752","Friasian","","16.3","15.5","46980"
"1140697","occ","","","13749","Noctilio albiventris","species","269558","Friasian","","16.3","15.5","46980"
"1140700","occ","","F","13749","Notonycteris magdalenensis","species","249112","Friasian","","16.3","15.5","46980"
"1140701","occ","","","13749","Phyllostominae","subfamily","159129","Friasian","","16.3","15.5","46980"
"1140703","occ","","","13749","Glossophaginae","subfamily","159130","Friasian","","16.3","15.5","46980"
"1140744","occ","","","13749","Thyroptera robusta","species","269560","Friasian","","16.3","15.5","46980"
"1140745","occ","","","13749","Thyroptera","genus","103158","Friasian","","16.3","15.5","46980"
"1140808","occ","","","144401","Potamops mascahehenes","species","269566","Laventan","","13.8","11.8","46980"
"1143995","occ","","","13749","Emballonuridae","family","40636","Friasian","","16.3","15.5","47088"
"1144022","occ","","F","145614","Notonycteris magdalenensis","species","249112","Laventan","","13.8","11.8","47088"
"1144023","occ","","","145614","Notonycteris sucharadeus","species","270343","Laventan","","13.8","11.8","47088"
"1144024","occ","","","13749","Notonycteris sucharadeus","species","270343","Friasian","","16.3","15.5","47088"
"1144025","occ","","","13749","Palynephyllum antimaster","species","270345","Friasian","","16.3","15.5","47088"
"1144026","occ","","","13749","Thyroptera lavali","species","270346","Friasian","","16.3","15.5","47088"
"1144027","occ","","","145614","Eumops","genus","40694","Laventan","","13.8","11.8","47088"
"1145299","occ","","","145845","Desmodus archaeodaptes","species","270547","Irvingtonian","","1.8","0.3","47135"
"1145424","occ","","","145874","Desmodus draculae","species","270550","Early Pleistocene","","2.588","0.781","47135"
"1155905","occ","","","147815","Chrotopterus auritus","species","273786","Pleistocene","Holocene","2.588","0","47558"
"1186482","occ","","","151091","Chiroptera","order","40622","Middle Miocene","","15.97","11.608","48538"
"1186483","occ","","","151091","Hipposideridae","family","40647","Middle Miocene","","15.97","11.608","48538"
"1196129","occ","","","154722","Myotis austroriparius","species","52635","Late Pleistocene","","0.126","0.0117","50316"
"1196130","occ","","","154722","Eptesicus fuscus","species","52640","Late Pleistocene","","0.126","0.0117","50316"
"1196131","occ","","","154722","Nycticeius humeralis","species","52641","Late Pleistocene","","0.126","0.0117","50316"
"1196132","occ","","","154722","Mormoops","genus","40657","Late Pleistocene","","0.126","0.0117","50316"
"1196912","occ","","","154805","Myotis austroriparius","species","52635","Late Pleistocene","","0.126","0.0117","2451"
"1196913","occ","","","154805","Myotis grisescens","species","119647","Late Pleistocene","","0.126","0.0117","2451"
"1196914","occ","","","154805","Myotis","genus","40678","Late Pleistocene","","0.126","0.0117","2451"
"1196915","occ","","","154805","Lasiurus intermedius","species","47494","Late Pleistocene","","0.126","0.0117","2451"
"1196916","occ","","","154805","Pipistrellus subflavus","species","52648","Late Pleistocene","","0.126","0.0117","2451"
"1198128","occ","","","144649","Chiroptera","order","40622","Pleistocene","","2.588","0.0117","50474"
"1200567","occ","","","155350","Chiroptera","order","40622","Late Pleistocene","Holocene","0.126","0","50696"
"1201172","occ","","","155393","Antrozous pallidus","species","52646","Late Pleistocene","","0.126","0.0117","50711"
"1202948","occ","","","144879","Phyllostominae","subfamily","159129","Early Hemingfordian","","20.43","15.97","50863"
"1203070","occ","","","55602","Molossidae","family","40693","Tortonian","","11.62","7.246","50874"
"1234333","occ","","","162464","Dhofarella thaleri","species","306558","Early Oligocene","","33.9","28.4","52912"
"1234334","occ","","","162464","Chibanycteris herberti","species","306561","Early Oligocene","","33.9","28.4","52912"
"1234335","occ","","","162464","Hipposideros omani","species","306559","Early Oligocene","","33.9","28.4","52912"
"1234336","occ","","","162464","Philisis","genus","136263","Early Oligocene","","33.9","28.4","52912"
"1234337","occ","","","162464","Philisis","genus","136263","Early Oligocene","","33.9","28.4","52912"
"1234338","occ","","","162464","Hipposideridae","family","40647","Early Oligocene","","33.9","28.4","52912"
"1234339","occ","","","162464","Vespertilionoidea","superfamily","40660","Early Oligocene","","33.9","28.4","52912"
"1234340","occ","","","162464","Microchiroptera","suborder","40627","Early Oligocene","","33.9","28.4","52912"
"1262948","occ","","","167717","Rhinolophus euryale","species","94476","Pliocene","","5.333","2.588","54770"
"1262949","occ","","","167717","Myotis","genus","40678","Pliocene","","5.333","2.588","54770"
"1265782","occ","","","75481","Eptesicus campanensis","species","56998","MN 9","","11.1","9.7","55045"
"1265783","occ","","","75481","Eptesicus","genus","40671","MN 9","","11.1","9.7","55045"
"1265784","occ","","","75481","Miostrellus risgoviensis","species","92015","MN 9","","11.1","9.7","55045"
"1296635","occ","","","172927","Cuvierimops","genus","327569","MP 26","","28.4","23.03","56216"
"1304898","occ","","","68430","Palaeochiropterygidae","family","135585","Ypresian","","56","47.8","57055"
"1306380","occ","","","174913","Microchiroptera","suborder","40627","Late Eocene","","37.2","33.9","57176"
"1306383","occ","","","174914","Microchiroptera","suborder","40627","Late Eocene","","37.2","33.9","57176"
"1309127","occ","","","73690","Mystacinidae","family","66295","Altonian","","19","15.9","49184"
"1309128","occ","","","153884","Mystacinidae","family","66295","Altonian","","19","15.9","49184"
"1309129","occ","","","153884","Mystacinidae","family","66295","Altonian","","19","15.9","49184"
"1309130","occ","","","73690","Mystacinidae","family","66295","Altonian","","19","15.9","49184"
"1309132","occ","","","152098","Mystacina miocenalis","species","333939","Altonian","","19","15.9","57474"
"1309133","occ","","","73690","Mystacina miocenalis","species","333939","Altonian","","19","15.9","57474"
"1309290","occ","","","59088","Australonycteris clarkae","species","333972","Ypresian","","56","47.8","1780"
"1310619","occ","","","175909","Vampyravus orientalis","species","136268","Rupelian","","33.9","28.1","57654"
"1311397","occ","","","176059","Chiroptera","order","40622","Ypresian","Lutetian","56","41.3","16676"
"1311968","occ","","","149523","Chiroptera","order","40622","Late Eocene","Early Oligocene","37.2","28.4","57755"
"1312215","occ","","","144474","Molossidae","family","40693","Middle Eocene","","48.6","37.2","57830"
"1312216","occ","","","144474","Phyllostomatidae","family","40654","Middle Eocene","","48.6","37.2","57830"
"1312217","occ","","","144474","Microchiroptera","suborder","40627","Middle Eocene","","48.6","37.2","57830"
"1312241","occ","","","176151","Microchiroptera","suborder","40627","Middle Eocene","","48.6","37.2","57830"
"1312338","occ","","","176130","Rhinolophoidea","superfamily","40639","Late Oligocene","","28.4","23.03","57830"
"1312339","occ","","","176130","Emballonuridae","family","40636","Late Oligocene","","28.4","23.03","57830"
"1312340","occ","","","176130","Vespertilionoidea","superfamily","40660","Late Oligocene","","28.4","23.03","57830"
"1312428","occ","","","176149","Emballonuridae","family","40636","Early Miocene","","23.03","15.97","57830"
"1312558","occ","","","176162","Molossidae","family","40693","Late Miocene","","11.608","5.333","57830"
"1312632","occ","","","176156","Emballonuridae","family","40636","Late Miocene","","11.608","5.333","57830"
"1313280","occ","","","136269","Rhinolophus","genus","40646","MN 4","","16.9","15.97","57907"
"1313281","occ","","","136269","Rhinolophidae","family","40644","MN 4","","16.9","15.97","57907"
"1313595","occ","","","141368","Phyllostominae","subfamily","159129","Colhuehuapian","","21","17.5","57940"
"1313596","occ","","","141368","Mormopterus barrancae","species","335780","Colhuehuapian","","21","17.5","57940"
"1313597","occ","","","141368","Mormopterus","genus","92096","Colhuehuapian","","21","17.5","57940"
"1317381","occ","","","17976","Myotis","genus","40678","Early Barstovian","","15.97","13.6","58390"
"1317410","occ","","","68118","Chiroptera","order","40622","MN 6","","13.65","12.75","58391"
"1321200","occ","","","136172","Miniopterus","genus","40676","Late Pleistocene","Holocene","0.126","0","58701"
"1321249","occ","","","136430","Miniopterus","genus","40676","Pleistocene","","2.588","0.0117","58701"
"1321423","occ","","","136072","Vespertilionidae","family","40663","Pleistocene","","2.588","0.0117","58806"
"1322789","occ","","","84793","Archaeopteropus transiens","species","135790","Early Oligocene","","33.9","28.4","58872"
"1337720","occ","","","180565","Eochiroptera","suborder","347892","Ypresian","","56","47.8","59914"
"1337721","occ","","","180565","Eochiroptera","suborder","347892","Ypresian","","56","47.8","59914"
"1337772","occ","","","179812","Chiroptera","order","40622","Late Oligocene","","28.4","23.03","59924"
"1337831","occ","","","179933","Chiroptera","order","40622","Late Oligocene","","28.4","23.03","59924"
"1337960","occ","","","180613","Chiroptera","order","40622","Early Miocene","","23.03","15.97","59924"
"1338015","occ","","","180619","Chiroptera","order","40622","Early Miocene","","23.03","15.97","59924"
"1341282","occ","","","16542","Chiroptera","order","40622","Late Uintan","","46.2","40.4","60251"
"1341581","occ","","","181322","Nyctophilus","genus","103134","Early Pleistocene","","2.588","0.781","60306"
"1342703","occ","","","181610","Macroderma koppa","species","346702","Early Pliocene","","5.333","3.6","60396"
"1343197","occ","","","68437","Icaronycteris","genus","40632","Early Eocene","","55.8","48.6","60429"
"1344298","occ","","","181913","Hipposideros","genus","40649","Middle Miocene","","15.97","11.608","60509"
"1344411","occ","","","96015","Macroderma","genus","94084","Pleistocene","","2.588","0.0117","60517"
"1344782","occ","","","182103","Mystacina","genus","333938","Late Pleistocene","Holocene","0.126","0","60538"
"1344783","occ","","","182103","Mystacina","genus","333938","Late Pleistocene","Holocene","0.126","0","60538"
"1344878","occ","","","182104","Mystacina","genus","333938","Late Pleistocene","Holocene","0.126","0","60538"
"1344879","occ","","","182104","Mystacina","genus","333938","Late Pleistocene","Holocene","0.126","0","60538"
"1345771","occ","","","182220","Chiroptera","order","40622","Bartonian","","41.3","38","60604"
"1346155","occ","","","79200","Archaeonycteris praecursor","species","347199","Early Eocene","","55.8","48.6","60625"
"1346481","occ","","","182321","Macroderma","genus","94084","Late Pleistocene","","0.126","0.0117","60657"
"1346484","occ","","","182322","Macroderma","genus","94084","Pleistocene","","2.588","0.0117","60657"
"1346486","occ","","","136222","Macroderma","genus","94084","Pleistocene","","2.588","0.0117","60657"
"1346487","occ","","","182323","Macroderma","genus","94084","Quaternary","","2.588","0","60657"
"1348002","occ","","","35538","Archaeonycteris","genus","40630","Early Eocene","","55.8","48.6","60837"
"1348147","occ","","","38868","Eppsinycteris anglica","species","57564","Ypresian","","56","47.8","60859"
"1348148","occ","","","38868","Chiroptera","order","40622","Ypresian","","56","47.8","60859"
"1348299","occ","","","31717","Palaeochiropteryx","genus","40634","Lutetian","","47.8","41.3","60880"
"1348319","occ","","","182519","Palaeochiropteryx","genus","40634","Lutetian","","47.8","41.3","60883"
"1348320","occ","","","182519","Eochiroptera","suborder","347892","Lutetian","","47.8","41.3","60883"
"1348497","occ","","","182709","Chiroptera","order","40622","Late Pleistocene","Holocene","0.126","0","60903"
"1349441","occ","","","182838","Mystacina","genus","333938","Pleistocene","Holocene","2.588","0","60969"
"1349876","occ","","","182931","Megaderma","genus","40642","Pliocene","","5.333","2.588","61032"
"1349879","occ","","","182933","Hipposideros bernardsigei","species","348472","Miocene","","23.03","5.333","61034"
"1349880","occ","","","182935","Miophyllorhina riversleighensis","species","348473","Miocene","","23.03","5.333","61036"
"1349882","occ","","","182936","Riversleigha williamsi","species","348471","Miocene","","23.03","5.333","61037"
"1350011","occ","","","182955","Hipposideros","genus","40649","Middle Miocene","","15.97","11.608","61054"
"1350016","occ","","","182958","Macroderma koppa","species","346702","Early Pliocene","","5.333","3.6","61056"
"1350060","occ","","","182957","Miniopterus","genus","40676","Late Pleistocene","","0.126","0.0117","61053"
"1350346","occ","","","183096","Macroderma","genus","94084","Middle Miocene","","15.97","11.608","61085"
"1350347","occ","","","183096","Brachipposideros","genus","92089","Middle Miocene","","15.97","11.608","61085"
"1350401","occ","","","183085","Miniopterus","genus","40676","Late Pleistocene","Holocene","0.126","0","61062"
"1350430","occ","","","31720","Stehlinia gracilis","species","136294","Bartonian","","41.3","38","60954"
"1350431","occ","","","31720","Stehlinia","genus","40689","Bartonian","","41.3","38","60954"
"1350432","occ","","","31721","Stehlinia","genus","40689","Bartonian","","41.3","38","60954"
"1350606","occ","","","183123","Rhinolophus","genus","40646","Pleistocene","","2.588","0.0117","61123"
"1350607","occ","","","183123","Rhinolophus ferrumequinum","species","236716","Pleistocene","","2.588","0.0117","61123"
"1350608","occ","","","183123","Myotis","genus","40678","Pleistocene","","2.588","0.0117","61123"
"1350609","occ","","","183123","Myotis","genus","40678","Pleistocene","","2.588","0.0117","61123"
"1350610","occ","","","183123","Pipistrellus","genus","40683","Pleistocene","","2.588","0.0117","61123"
"1350872","occ","","F","67706","Aegyptonycteris knightae","species","348328","Priabonian","","38","33.9","61141"
"1351829","occ","","","31736","Archaeonycteris","genus","40630","Bartonian","","41.3","38","61203"
"1351830","occ","","","31736","Palaeochiropteryx","genus","40634","Bartonian","","41.3","38","61203"
"1351831","occ","","","31736","Hipposideridae","family","40647","Bartonian","","41.3","38","61203"
"1351832","occ","","","31736","Microchiroptera","suborder","40627","Bartonian","","41.3","38","61203"
"1351866","occ","","","183350","Archaeonycteris","genus","40630","Bartonian","","41.3","38","61203"
"1351867","occ","","","183350","Palaeochiropteryx","genus","40634","Bartonian","","41.3","38","61203"
"1351868","occ","","","183350","Hipposideridae","family","40647","Bartonian","","41.3","38","61203"
"1351869","occ","","","183350","Microchiroptera","suborder","40627","Bartonian","","41.3","38","61203"
"1352162","occ","","","183371","Microchiroptera","suborder","40627","Rupelian","","33.9","28.1","61215"
"1352262","occ","","","183381","Stehlinia","genus","40689","Rupelian","","33.9","28.1","61220"
"1352263","occ","","","183381","Stehlinia","genus","40689","Rupelian","","33.9","28.1","61220"
"1352264","occ","","","183381","Vespertiliavus gracilis","species","348690","Rupelian","","33.9","28.1","61220"
"1352265","occ","","","183381","Palaeophyllophora quercyi","species","348691","Rupelian","","33.9","28.1","61220"
"1352266","occ","","","183381","Hipposideros schlosseri","species","255161","Rupelian","","33.9","28.1","61220"
"1352267","occ","","","183381","Vaylatsia prisca","species","348693","Rupelian","","33.9","28.1","61220"
"1352288","occ","","","183382","Hipposideros schlosseri","species","255161","MP 20","MP 21","37.2","28.4","61221"
"1352289","occ","","","183382","Palaeophyllophora quercyi","species","348691","MP 20","MP 21","37.2","28.4","61221"
"1352290","occ","","","183382","Vaylatsia prisca","species","348693","MP 20","MP 21","37.2","28.4","61221"
"1352291","occ","","","183382","Hipposideridae","family","40647","MP 20","MP 21","37.2","28.4","61221"
"1352292","occ","","","183382","Vespertiliavus gracilis","species","348690","MP 20","MP 21","37.2","28.4","61221"
"1352293","occ","","","183382","Stehlinia","genus","40689","MP 20","MP 21","37.2","28.4","61221"
