"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=chiroptera"
"Access Time","Thu 2017-02-16 07:22:10 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","chiroptera"
"","timerule","major"
"","taxon_status","all"
"Elapsed Time","0.0726"
"Records Found","1220"
"Records Returned","1220"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"732850","occ","","","78640","Lasiurus intermedius","species","47494","","Lasiurus intermedius","species","47494","Late Pleistocene","","0.126","0.0117","26442"
"733258","occ","","","78672","n. gen. Onychonycteris n. sp. finneyi","species","117585","","Onychonycteris finneyi","species","117585","Lostcabinian","","55.8","50.3","26452"
"740895","occ","","","79661","Myotis cf. grisescens","species","119647","","Myotis grisescens","species","119647","Pleistocene","","2.588","0.0117","26764"
"740896","occ","","","79662","Myotis cf. grisescens","species","119647","","Myotis grisescens","species","119647","Pleistocene","Holocene","2.588","0","26764"
"740897","occ","","","79663","Myotis cf. grisescens","species","119647","","Myotis grisescens","species","119647","Pleistocene","Holocene","2.588","0","26764"
"740898","occ","","","79661","Myotis keenii","species","48912","","Myotis keenii","species","52642","Pleistocene","","2.588","0.0117","26764"
"740899","occ","","","79662","Pipistrellus cf. subflavus","species","50360","","Pipistrellus subflavus","species","52648","Pleistocene","Holocene","2.588","0","26764"
"740900","occ","","","79663","Eptesicus cf. grandis","species","119649","subjective synonym of","Eptesicus fuscus","species","52640","Pleistocene","Holocene","2.588","0","26764"
"740915","occ","","","20302","Myotis cf. grisescens","species","119647","","Myotis grisescens","species","119647","Irvingtonian","","1.8","0.3","26764"
"740916","occ","","","20302","Myotis sp.","genus","40678","","Myotis","genus","40678","Irvingtonian","","1.8","0.3","26764"
"740977","occ","","","79683","Myotis sp.","genus","40678","","Myotis","genus","40678","Late Pleistocene","","0.126","0.0117","26776"
"741187","occ","","","59167","Eptesicus sp.","genus","40671","","Eptesicus","genus","40671","Messinian","Piacenzian","7.246","2.588","5401"
"781618","occ","","","84195","Myotis sp.","genus","40678","","Myotis","genus","40678","Late Pleistocene","","0.126","0.0117","28192"
"781619","occ","","","84195","Myotis lucifugus","species","48914","","Myotis lucifugus","species","52644","Late Pleistocene","","0.126","0.0117","28192"
"781620","occ","","","84195","Pipistrellus sp.","genus","40683","","Pipistrellus","genus","40683","Late Pleistocene","","0.126","0.0117","28192"
"781621","occ","","","84195","Eptesicus fuscus","species","46252","","Eptesicus fuscus","species","52640","Late Pleistocene","","0.126","0.0117","28192"
"781622","occ","","","84195","Nycticeius humeralis","species","49246","","Nycticeius humeralis","species","52641","Late Pleistocene","","0.126","0.0117","28192"
"784248","occ","","","35221","Chiroptera indet.","order","40622","","Chiroptera","order","40622","Early Oligocene","","33.9","28.4","1136"
"784259","occ","","","48126","Vespertilionidae indet.","family","40663","","Vespertilionidae","family","40663","Middle Miocene","","15.97","11.608","28326"
"784260","occ","","","48126","Molossidae indet.","family","40693","","Molossidae","family","40693","Middle Miocene","","15.97","11.608","28326"
"784442","occ","","","31499","n. gen. Tanzanycteris n. sp. mannardi","species","134910","","Tanzanycteris mannardi","species","134910","Lutetian","","47.8","41.3","28370"
"786113","occ","","","84793","n. gen. Archaeopteropus n. sp. transiens","species","135790","","Archaeopteropus transiens","species","135790","Early Oligocene","","33.9","28.4","28452"
"786144","occ","","","84800","Tadarida n. sp. rusingae","species","135841","","Tadarida rusingae","species","135841","Burdigalian","","20.44","15.97","28456"
"786296","occ","","","28293","Taphozous incognita","species","40637","species not entered","Taphozous","genus","40637","MN 2","","22.4","20","28475"
"786667","occ","","","84865","n. gen. Xenorhinos n. sp. halli","species","136146","","Xenorhinos halli","species","136146","Early Miocene","","23.03","15.97","28492"
"786685","occ","","","84865","n. gen. Brevipalatus n. sp. mcculloughi","species","136223","","Brevipalatus mcculloughi","species","136223","Early Miocene","","23.03","15.97","28497"
"786686","occ","","","84865","Rhinonycteris tedfordi","species","40652","species not entered","Rhinonycteris","genus","40652","Early Miocene","","23.03","15.97","28497"
"786687","occ","","","84865","Brachipposideros ? watsoni","species","136224","species not entered","Brachipposideros","genus","92089","Early Miocene","","23.03","15.97","28497"
"786688","occ","","","84865","Riversleigha williamsi","species","348471","","Riversleigha williamsi","species","348471","Early Miocene","","23.03","15.97","28497"
"786689","occ","","","84865","Macroderma cf. godthelpi","species","94084","species not entered","Macroderma","genus","94084","Early Miocene","","23.03","15.97","28497"
"786690","occ","","","84865","Brachipposideros cf. nooraleebus","species","136224","species not entered","Brachipposideros","genus","92089","Early Miocene","","23.03","15.97","28497"
"786691","occ","","","84865","Brachipposideros sp.","genus","136224","","Brachipposideros","genus","92089","Early Miocene","","23.03","15.97","28497"
"786711","occ","","","12954","n. gen. Philisis n. sp. sphingis","species","136264","","Philisis sphingis","species","136264","Rupelian","","33.9","28.1","28499"
"786712","occ","","","67706","n. gen. Witwatia n. sp. schlosseri","species","136266","","Witwatia schlosseri","species","136266","Priabonian","","38","33.9","28499"
"786713","occ","","","67706","Witwatia n. sp. eremicus","species","136267","","Witwatia eremicus","species","136267","Priabonian","","38","33.9","28499"
"786714","occ","","","67706","n. gen. Qarunycteris n. sp. moerisae","species","136272","","Qarunycteris moerisae","species","136272","Priabonian","","38","33.9","28499"
"786715","occ","","","60127","Dhofarella n. sp. sigei","species","136270","","Dhofarella sigei","species","136270","Rupelian","","33.9","28.1","28499"
"786716","occ","","","60127","n. gen. Saharaderma n. sp. pseudovampyrus","species","136274","","Saharaderma pseudovampyrus","species","136274","Rupelian","","33.9","28.1","28499"
"786717","occ","","","60127","n. gen. Khonsunycteris n. sp. aegypticus","species","136276","","Khonsunycteris aegypticus","species","136276","Rupelian","","33.9","28.1","28499"
"804620","occ","","","87787","Hipposideridae indet.","family","40647","","Hipposideridae","family","40647","MN 9","","11.1","9.7","29516"
"808567","occ","","","15916","Honrovits tsuwape","species","145195","","Honrovits tsuwape","species","145195","Wasatchian","","55.8","50.3","1045"
"820525","occ","","","35533","Icaronycteris n. sp. menui","species","149422","","Icaronycteris menui","species","149422","Ypresian","","56","47.8","30281"
"820526","occ","","","35533","Archaeonycteris brailloni","species","149428","","Archaeonycteris brailloni","species","149428","Ypresian","","56","47.8","30281"
"820527","occ","","","35533","Ageina n. sp. tobieni","species","149432","","Ageina tobieni","species","149432","Ypresian","","56","47.8","30281"
"820529","occ","","","35535","Icaronycteris menui","species","149422","","Icaronycteris menui","species","149422","Ypresian","","56","47.8","30281"
"820530","occ","","","35535","Archaeonycteris n. sp. brailloni","species","149428","","Archaeonycteris brailloni","species","149428","Ypresian","","56","47.8","30281"
"820531","occ","","","35535","cf. Ageina sp.","genus","40697","","Ageina","genus","40697","Ypresian","","56","47.8","30281"
"828704","occ","","","91339","Chiroptera indet.","order","40622","","Chiroptera","order","40622","Lutetian","","47.8","41.3","30724"
"833938","occ","","","92675","Chiroptera indet.","order","40622","","Chiroptera","order","40622","Pleistocene","","2.588","0.0117","31228"
"834427","occ","","","92732","Pteropus rufus","species","103145","species not entered","Pteropus","genus","103145","Holocene","","0.0117","0","31261"
"834428","occ","","","92732","Rousettus madagascariensis","species","158501","species not entered","Rousettus","genus","158501","Holocene","","0.0117","0","31261"
"835205","occ","","","92733","Eidolon dupreanum","species","158500","species not entered","Eidolon","genus","158500","Holocene","","0.0117","0","31261"
"835206","occ","","","92733","Rousettus madagascariensis","species","158501","species not entered","Rousettus","genus","158501","Holocene","","0.0117","0","31261"
"835207","occ","","","92733","Hipposideros commersoni","species","40649","species not entered","Hipposideros","genus","40649","Holocene","","0.0117","0","31261"
"835208","occ","","","92733","Triaenops furculus","species","67840","species not entered","Triaenops","genus","67840","Holocene","","0.0117","0","31261"
"835209","occ","","","92733","Miniopterus gleni","species","40676","species not entered","Miniopterus","genus","40676","Holocene","","0.0117","0","31261"
"835210","occ","","","92733","Mormopterus jugularis","species","92096","species not entered","Mormopterus","genus","92096","Holocene","","0.0117","0","31261"
"835211","occ","","","92733","Mops leucostigma","species","139826","species not entered","Mops","genus","92129","Holocene","","0.0117","0","31261"
"835689","occ","","","92781","Chiroptera indet.","order","40622","","Chiroptera","order","40622","Middle Pleistocene","","0.781","0.126","31293"
"835997","occ","","","92787","Megaderma lyra","species","40642","species not entered","Megaderma","genus","40642","Late Pleistocene","","0.126","0.0117","31309"
"835998","occ","","","92787","Hipposideros pratti","species","40649","species not entered","Hipposideros","genus","40649","Late Pleistocene","","0.126","0.0117","31309"
"835999","occ","","","92787","Hipposideros armiger","species","40649","species not entered","Hipposideros","genus","40649","Late Pleistocene","","0.126","0.0117","31309"
"836000","occ","","","92787","Rhinolophus ferrumequinum","species","94475","","Rhinolophus ferrumequinum","species","236716","Late Pleistocene","","0.126","0.0117","31309"
"836001","occ","","","92787","Rhinolophus pearsoni","species","40646","species not entered","Rhinolophus","genus","40646","Late Pleistocene","","0.126","0.0117","31309"
"836002","occ","","","92787","Rhinolophus macrotis","species","40646","species not entered","Rhinolophus","genus","40646","Late Pleistocene","","0.126","0.0117","31309"
"836003","occ","","","92787","Rhinolophus cornutus","species","40646","species not entered","Rhinolophus","genus","40646","Late Pleistocene","","0.126","0.0117","31309"
"836004","occ","","","92787","Murina leucogaster","species","109084","species not entered","Murina","genus","109084","Late Pleistocene","","0.126","0.0117","31309"
"836005","occ","","","92787","Myotis formosus","species","40678","species not entered","Myotis","genus","40678","Late Pleistocene","","0.126","0.0117","31309"
"836006","occ","","","92787","Myotis daubentoni","species","40678","species not entered","Myotis","genus","40678","Late Pleistocene","","0.126","0.0117","31309"
"836007","occ","","","92787","Myotis sp.","genus","40678","","Myotis","genus","40678","Late Pleistocene","","0.126","0.0117","31309"
"836008","occ","","","92787","Tylonycteris pachypus","species","158789","species not entered","Tylonycteris","genus","158789","Late Pleistocene","","0.126","0.0117","31309"
"836009","occ","","","92787","Miniopterus schreibersi","species","40676","species not entered","Miniopterus","genus","40676","Late Pleistocene","","0.126","0.0117","31309"
"836010","occ","","","92787","Scotomanes emarginatus","species","158788","species not entered","Scotomanes","genus","158788","Late Pleistocene","","0.126","0.0117","31309"
"836011","occ","","","92787","Pipistrellus coromandra","species","40683","species not entered","Pipistrellus","genus","40683","Late Pleistocene","","0.126","0.0117","31309"
"837014","occ","","","92812","Phyllops n. sp. silvai","species","159103","","Phyllops silvai","species","159103","Late Pleistocene","","0.126","0.0117","31330"
"837015","occ","","","92812","Artibeus anthonyi","species","159104","species not entered","Artibeus","genus","159104","Late Pleistocene","","0.126","0.0117","31330"
"837016","occ","","","92812","Antrozous pallidus","species","44138","","Antrozous pallidus","species","52646","Late Pleistocene","","0.126","0.0117","31330"
"837017","occ","","","92812","Brachyphylla nana","species","159105","species not entered","Brachyphylla","genus","159105","Late Pleistocene","","0.126","0.0117","31330"
"837018","occ","","","92812","Macrotus waterhousei","species","159106","species not entered","Macrotus","genus","159106","Late Pleistocene","","0.126","0.0117","31330"
"837318","occ","","","92838","Chiroptera indet.","order","40622","","Chiroptera","order","40622","Early Eocene","","55.8","48.6","31336"
"839062","occ","","","93141","Myotis thysanodes","species","48918","","Myotis thysanodes","species","48918","Late Pleistocene","","0.126","0.0117","31472"
"839063","occ","","","93141","Antrozous pallidus","species","44138","","Antrozous pallidus","species","52646","Late Pleistocene","","0.126","0.0117","31472"
"840126","occ","","","93183","Myotis sp.","genus","40678","","Myotis","genus","40678","Late Pleistocene","","0.126","0.0117","31489"
"840127","occ","","","93183","Lasionycteris noctivagans","species","47488","","Lasionycteris noctivagans","species","52645","Late Pleistocene","","0.126","0.0117","31489"
