732847,occ,,,78640,Antrozous pallidus,species,52646,Late Pleistocene,,0.126,0.0117,26442,YES
732849,occ,,,78640,Lasiurus borealis,species,52636,Late Pleistocene,,0.126,0.0117,26442,YES
732850,occ,,,78640,Lasiurus intermedius,species,47494,Late Pleistocene,,0.126,0.0117,26442,YES
733258,occ,,,78672,Onychonycteris finneyi,species,117585,Lostcabinian,,55.8,50.3,26452,n
740895,occ,,,79661,Myotis grisescens,species,119647,Pleistocene,,2.588,0.0117,26764,YES
740896,occ,,,79662,Myotis grisescens,species,119647,Pleistocene,Holocene,2.588,0,26764,YES
740897,occ,,,79663,Myotis grisescens,species,119647,Pleistocene,Holocene,2.588,0,26764,YES
740898,occ,,,79661,Myotis keenii,species,52642,Pleistocene,,2.588,0.0117,26764,YES
740899,occ,,,79662,Pipistrellus subflavus,species,52648,Pleistocene,Holocene,2.588,0,26764,YES
740900,occ,,,79663,Eptesicus fuscus,species,52640,Pleistocene,Holocene,2.588,0,26764,YES
740915,occ,,,20302,Myotis grisescens,species,119647,Irvingtonian,,1.8,0.3,26764,YES
781619,occ,,,84195,Myotis lucifugus,species,52644,Late Pleistocene,,0.126,0.0117,28192,YES
781621,occ,,,84195,Eptesicus fuscus,species,52640,Late Pleistocene,,0.126,0.0117,28192,YES
781622,occ,,,84195,Nycticeius humeralis,species,52641,Late Pleistocene,,0.126,0.0117,28192,YES
784442,occ,,,31499,Tanzanycteris mannardi,species,134910,Lutetian,,47.8,41.3,28370,n
786113,occ,,,84793,Archaeopteropus transiens,species,135790,Early Oligocene,,33.9,28.4,28452,n
786144,occ,,,84800,Tadarida rusingae,species,135841,Burdigalian,,20.44,15.97,28456,n
786667,occ,,,84865,Xenorhinos halli,species,136146,Early Miocene,,23.03,15.97,28492,n
786685,occ,,,84865,Brevipalatus mcculloughi,species,136223,Early Miocene,,23.03,15.97,28497,n
786688,occ,,,84865,Riversleigha williamsi,species,348471,Early Miocene,,23.03,15.97,28497,n
786711,occ,,,12954,Philisis sphingis,species,136264,Rupelian,,33.9,28.1,28499,n
786712,occ,,,67706,Witwatia schlosseri,species,136266,Priabonian,,38,33.9,28499,n
786713,occ,,,67706,Witwatia eremicus,species,136267,Priabonian,,38,33.9,28499,n
786714,occ,,,67706,Qarunycteris moerisae,species,136272,Priabonian,,38,33.9,28499,n
786715,occ,,,60127,Dhofarella sigei,species,136270,Rupelian,,33.9,28.1,28499,n
786716,occ,,,60127,Saharaderma pseudovampyrus,species,136274,Rupelian,,33.9,28.1,28499,n
786717,occ,,,60127,Khonsunycteris aegypticus,species,136276,Rupelian,,33.9,28.1,28499,n
808567,occ,,,15916,Honrovits tsuwape,species,145195,Wasatchian,,55.8,50.3,1045,n
820525,occ,,,35533,Icaronycteris menui,species,149422,Ypresian,,56,47.8,30281,n
820526,occ,,,35533,Archaeonycteris brailloni,species,149428,Ypresian,,56,47.8,30281,n
820527,occ,,,35533,Ageina tobieni,species,149432,Ypresian,,56,47.8,30281,n
820529,occ,,,35535,Icaronycteris menui,species,149422,Ypresian,,56,47.8,30281,n
820530,occ,,,35535,Archaeonycteris brailloni,species,149428,Ypresian,,56,47.8,30281,n
836000,occ,,,92787,Rhinolophus ferrumequinum,species,236716,Late Pleistocene,,0.126,0.0117,31309,YES
837014,occ,,,92812,Phyllops silvai,species,159103,Late Pleistocene,,0.126,0.0117,31330,n
837016,occ,,,92812,Antrozous pallidus,species,52646,Late Pleistocene,,0.126,0.0117,31330,YES
839062,occ,,,93141,Myotis thysanodes,species,48918,Late Pleistocene,,0.126,0.0117,31472,YES
839063,occ,,,93141,Antrozous pallidus,species,52646,Late Pleistocene,,0.126,0.0117,31472,YES
840127,occ,,,93183,Lasionycteris noctivagans,species,52645,Late Pleistocene,,0.126,0.0117,31489,YES
840128,occ,,,93183,Pipistrellus subflavus,species,52648,Late Pleistocene,,0.126,0.0117,31489,YES
